Hospital Name,District,Address,Phone No,Mail-ID,Scheme,Speciality
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","DENTAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,NEONATAL
AND PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Hospital Dudda,Hassan,"Hassan Road Dudda
Hassan 573118",8174223682,"chcdudda@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Hospital Dudda,Hassan,"Hassan Road Dudda
Hassan 573118",8174223682,"chcdudda@
gmail.com","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Shree Chamarajendra
Hospital Hims",Hassan,"Shree Chamarajendra
Hospital HimsGovt
Hospital Road Hassan
Hassan  573201",8172231499,"dshassan@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Cochlea
r Implant,Rashtriya
Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Cochlear
Implant GP,TKR and THR,RIRS
procedure"

"Shree Chamarajendra
Hospital Hims",Hassan,"Shree Chamarajendra
Hospital HimsGovt
Hospital Road Hassan
Hassan  573201",8172231499,"dshassan@g
mail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Cochlea
r Implant,Rashtriya
Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,NEUROSURGE
RY,OPHTHALMOLOGY,ORT
HOPAEDICS,POLYTRAUMA,
RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Cochlear
Implant GP,TKR and THR,RIRS
procedure"

Taluk Hospital Arasikere,Hassan,"Taluk Hospital
ArasikereB H Road
Arasikere Hassan 573103",8174232380,"jcharasikere
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,PULMONOLOG
Y,COVID,Accident Victims"

Taluk Hospital Arasikere,Hassan,"Taluk Hospital
ArasikereB H Road
Arasikere Hassan 573103",8174232380,"jcharasikere
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,PULMONOLOG
Y,COVID,Accident Victims"

"General Hospital
Holenaraipura",Hassan,"General Hospital
HolenaraipuraBus Stand
Road Holenarasipura
Hassan Hassan  573211",8175274633,"ghhnpur@g
mail.com","Ayushman Bharat -
Arogya Karnataka",GENERAL SURGERY

Taluk Hospital Alur,Hassan,"Taluk Hospital Alur
Government Hospital Alur
AlurT Hassan D Alur City
Hassan  573213",9141696990,"tlhalur@gm
ail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"General Hospital
Holenaraipura",Hassan,"General Hospital
HolenaraipuraBus Stand
Road Holenarasipura
Hassan Hassan  573211",8175274633,"ghhnpur@g
mail.com","Ayushman Bharat -
Arogya Karnataka",GENERAL SURGERY

Taluk Hospital Alur,Hassan,"Taluk Hospital Alur
Government Hospital Alur
AlurT Hassan D Alur City
Hassan  573213",9141696990,"tlhalur@gm
ail.com","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"Crawford General
Hospital",Hassan,"Crawford General
HospitalBasaveshwar
RoadHassan 573134",8173243098,"crawfordhos
pital@gmail
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"Crawford General
Hospital",Hassan,"Crawford General
HospitalBasaveshwar
RoadHassan 573134",8173243098,"crawfordhos
pital@gmail
.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"General Hospital
Arakalagud",Hassan,"General Hospital
Holenarasipura Road
Arakalgudu",8175220210,"gharakalgud
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"Samudaya Arogya Kendra
Polibetta",Kodagu,"Samudaya Arogya
KendraPolibettaKodagu
571218",8274251408,"ampolibetta
chc@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

"General Hospital
Arakalagud",Hassan,"General Hospital
Holenarasipura Road
Arakalgudu",8175220210,"gharakalgud
@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,ENT,GENER
AL MEDICINE,NEONATAL
AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"Samudaya Arogya Kendra
Polibetta",Kodagu,"Samudaya Arogya
KendraPolibettaKodagu
571218",8274251408,"ampolibetta
chc@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

"Community Health Center
Napoklu",Kodagu,"Community Health Center
NapokluNear Bus Stand
Napoklu Kodagu  571214",8272237232,"amonapoklu
chc@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,ORTHOPAEDICS,S
IMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Community Health Center
Siddapura",Kodagu,"Community Health Center
SiddapuraSiddapura
Kodagu  571253",8274258444,"amosiddapu
rachc@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Napoklu",Kodagu,"Community Health Center
NapokluNear Bus Stand
Napoklu Kodagu  571214",8272237232,"amonapoklu
chc@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,ORTHOPAEDICS,S
IMPLE SECONDARY
GENERAL PROCEDURE,Camp
Doctor(L&T)"

"Community Health Center
Siddapura",Kodagu,"Community Health Center
SiddapuraSiddapura
Kodagu  571253",8274258444,"amosiddapu
rachc@gmai
l.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,DENTAL AND
ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Kushalnagar,Kodagu,"CHC kushalnagarKodagu
571234",8276274238,"amokushaln
agarchc@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Gonikoppa",Kodagu,"Community Health Center
Gonikoppa Main Road
Gonikoppa Gonikoppa
Kodagu  571213",8274247444,"amogonikop
pachc@gma
il.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

CHC Kushalnagar,Kodagu,"CHC kushalnagarKodagu
571234",8276274238,"amokushaln
agarchc@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Gonikoppa",Kodagu,"Community Health Center
Gonikoppa Main Road
Gonikoppa Gonikoppa
Kodagu  571213",8274247444,"amogonikop
pachc@gma
il.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

"Community Health Center
Shanivarsanthe",Kodagu,"Shanivarsanthe Kodagu
571235",8276283330,"amoshaniva
rshanthechc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Shanivarsanthe",Kodagu,"Shanivarsanthe Kodagu
571235",8276283330,"amoshaniva
rshanthechc
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

General Hospital Virajpet,Kodagu,"General Hospital Virajpet
Kodagu 571213",8288233487,"surgeonviraj
pet@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,SIMPLE
SECONDARY GENERAL
PROCEDURE,COVID"

General Hospital Virajpet,Kodagu,"General Hospital Virajpet
Kodagu 571213",8288233487,"surgeonviraj
pet@gmail.
com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,OPHTHALMOLOG
Y,ORTHOPAEDICS,SIMPLE
SECONDARY GENERAL
PROCEDURE,COVID"

CHC Kikkeri,Mandya,"CHC KikkeriBeside
Police Station Community
Health Centre Kikkeri
KRPete TqMandya Dist
Mandya  571423",8230265979,"amokikkeri
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Arakere,Mandya,"CHC Arakere Near Bus
Stand Arakere
Srirangapatna Taluk
Mandya DistrictMandya
571401",8236259212,"chc.arakere
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Kikkeri,Mandya,"CHC KikkeriBeside
Police Station Community
Health Centre Kikkeri
KRPete TqMandya Dist
Mandya  571423",8230265979,"amokikkeri
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Arakere,Mandya,"CHC Arakere Near Bus
Stand Arakere
Srirangapatna Taluk
Mandya DistrictMandya
571401",8236259212,"chc.arakere
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Km Doddi,Mandya,"CHC Km Doddi Malavalli
Main Road Km Doddi
Maddur Taluk Mandya
DisrtictMandya 571426",8232235144,"chckmdoddi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Chinakurali,Mandya,"CHC ChinakuraliNear
Ksrtc Bus Stand
Chinakurali Pandavapura
Taluk Mandya
DistrictMandya 571426",8236268328,"chinakuralic
hc@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Km Doddi,Mandya,"CHC Km Doddi Malavalli
Main Road Km Doddi
Maddur Taluk Mandya
DisrtictMandya 571426",8232235144,"chckmdoddi
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Chinakurali,Mandya,"CHC ChinakuraliNear
Ksrtc Bus Stand
Chinakurali Pandavapura
Taluk Mandya
DistrictMandya 571426",8236268328,"chinakuralic
hc@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Kirugavalu,Mandya,"Kirugavalu Chc Hegguru
Road Malavalli Tq
Mandya Dist  571424",8231249924,"ictckirugava
lu@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

CHC Shivalli,Mandya,"Shivalli Chc Mandya
571405",9449473482,"shivalliphc
@yahoo.in","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Kirugavalu,Mandya,"Kirugavalu Chc Hegguru
Road Malavalli Tq
Mandya Dist  571424",8231249924,"ictckirugava
lu@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE,Camp
Doctor(L&T)"

CHC Shivalli,Mandya,"Shivalli Chc Mandya
571405",9449473482,"shivalliphc
@yahoo.in","Ayushman Bharat -
Arogya
Karnataka,Rashtriy
a Bal Swasthya
Karyakram","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Mandya Institute Of
Medical Sciences Mandya",Mandya,"Mandya Institute Of
Medical Sciences Mandya
Opp To District Health
And Family Welfare
Office MandyaBangalore
Mysore Road Mandya
571401",8232222086,"mimsmandy
a@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Cochlea
r Implant,Rashtriya
Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,POLY
TRAUMA,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SIMP
LE SECONDARY GENERAL
PROCEDURE,PULMONOLOG
Y,COVID,Accident
Victims,Acid Attack
Victims,Cochlear Implant
GP,TKR and THR"

"Mandya Institute Of
Medical Sciences Mandya",Mandya,"Mandya Institute Of
Medical Sciences Mandya
Opp To District Health
And Family Welfare
Office MandyaBangalore
Mysore Road Mandya
571401",8232222086,"mimsmandy
a@gmail.co
m","Ayushman Bharat -
Arogya
Karnataka,Jyothi
Sanjeevini,Cochlea
r Implant,Rashtriya
Bal Swasthya
Karyakram","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,BURNS,DEN
TAL AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,MEDICAL
ONCOLOGY,MENTAL
DISORDERS
PACKAGES,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,POLY
TRAUMA,RADIATION
ONCOLOGY,SURGICAL
ONCOLOGY,UROLOGY,SIMP
LE SECONDARY GENERAL
PROCEDURE,PULMONOLOG
Y,COVID,Accident
Victims,Acid Attack
Victims,Cochlear Implant
GP,TKR and THR"

THC Nagamangala,Mandya,"Thc NagamangalaBidar
Srirangapatna Main
RoadNear Pollice
StationMandya 571432",8234286609,"thnagamang
ala@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T)"

THC Nagamangala,Mandya,"Thc NagamangalaBidar
Srirangapatna Main
RoadNear Pollice
StationMandya 571432",8234286609,"thnagamang
ala@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T)"

THC Maddur,Mandya,"Thc MaddurOld Mc Road
Maddur TownMandya
571428",823223203,"amoghmadd
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

THC Maddur,Mandya,"Thc MaddurOld Mc Road
Maddur TownMandya
571428",823223203,"amoghmadd
ur@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID"

"THC Pandavapura
Hospital",Mandya,"Thc Pandavapura
HospitalOpp Ksrtc Bus
Stand Pandavapura
TownMandya 571434",8236255377,"sdhppura@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T)"

"THC Pandavapura
Hospital",Mandya,"Thc Pandavapura
HospitalOpp Ksrtc Bus
Stand Pandavapura
TownMandya 571434",8236255377,"sdhppura@g
mail.com","Ayushman Bharat -
Arogya Karnataka","GENERAL
SURGERY,OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,ENT,GENERAL
MEDICINE,NEONATAL AND
PAEDIATRICS,OPHTHALMO
LOGY,ORTHOPAEDICS,SIMP
LE SECONDARY GENERAL
PROCEDURE,COVID,Camp
Doctor(L&T)"

CHC Saraguru,Mysuru,"Community Health Center
Sarguru H D Kote Taluk
Mysore District Mysore
571121",8228265240,"sargur.chc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Thagadur",Mysuru,"Community Health Center
ThagadurNear Puc
Collage Tagaduru
Nanjangud TalukMysore
571119",221235092,"chctagadure
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

CHC Saraguru,Mysuru,"Community Health Center
Sarguru H D Kote Taluk
Mysore District Mysore
571121",8228265240,"sargur.chc@
gmail.com","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Thagadur",Mysuru,"Community Health Center
ThagadurNear Puc
Collage Tagaduru
Nanjangud TalukMysore
571119",221235092,"chctagadure
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Jayanagara",Mysuru,"Community Health Center
Jayanagara3 Rd Main7 Th
CrossJayanagara Mysuru
570014",8212461158,"chcjayanaga
ra@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Hullahalli",Mysuru,"Community Health Center
Hullahallihura Road
Hullahalli Mysore 571314",8221220115,"phchullahall
y@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,SIMPLE SECONDARY
GENERAL PROCEDURE"

"Community Health Center
Jayanagara",Mysuru,"Community Health Center
Jayanagara3 Rd Main7 Th
CrossJayanagara Mysuru
570014",8212461158,"chcjayanaga
ra@gmail.c
om","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Hullahalli",Mysuru,"Community Health Center
Hullahallihura Road
Hullahalli Mysore 571314",8221220115,"phchullahall
y@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,ORTHOPAEDI
CS,SIMPLE SECONDARY
GENERAL PROCEDURE"

"Community Health Center
Jayapura",Mysuru,"Community Health Center
Jayapuramanandavadi
Main Road Jayapura
Village  Post Mysuru
Taluk   District Mysuru
570008",8212595208,"chcjayapura
@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
AND ORAL AND
MAXILLOFACIAL
SURGERY,NEONATAL AND
PAEDIATRICS,SIMPLE
SECONDARY GENERAL
PROCEDURE"

"Community Health Center
Saligrama",Mysuru,"Community Health
CenterSaligrama
Mahaveera RoadKr Nagar
Mysore 571604",8223283518,"chcsaligram
a@gmail.co
m","Ayushman Bharat -
Arogya Karnataka","OBSTETRICS AND
GYNAECOLOGY,DENTAL
